MAJORGROUP,SELEMENTID,GNAME,SNAME,SCOMNAME,GRANK,SRANK,ENDEMIC,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,AQDEP,TRACK
Natural Communities,364558,Rhus trilobata Moist Wet Shrubland,Rhus trilobata Moist Wet Shrubland,Skunkbrush Riparian Shrubland,G3,S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,16839,Rhus trilobata Rocky Mountain Shrubland,Rhus trilobata Rocky Mountain Shrubland,Skunkbrush Riparian Shrubland,G2,S2,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,24934,Ribes cereum / Leymus ambiguus Shrubland,Ribes cereum  /  Leymus ambiguus Shrubland,Mixed Foothill Shrublands,G2,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24899,Ribes montigenum Shrubland,Ribes montigenum Shrubland,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,19972,Rorippa alpina Wet Meadow,Rorippa alpina Wet Meadow,Alpine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24708,Rubus idaeus Scree Shrubland,Rubus idaeus Scree Shrubland,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,22123,Salicornia rubra Salt Flat,Salicornia rubra Salt Flat,Western Slope Salt Meadows,G2G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364633,"Salix (boothii, geyeriana) / Carex aquatilis Wet Shrubland","Salix (boothii, geyeriana)  /  Carex aquatilis Wet Shrubland",-,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24663,Salix amygdaloides Riparian Woodland,Salix amygdaloides Riparian Woodland,Peachleaf Willow Alliance,G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364659,"Salix arctica - (Salix petrophila, Salix nivalis) / Polygonum bistortoides Dwarf-shrubland","Salix arctica  -  (Salix petrophila, Salix nivalis)  /  Polygonum bistortoides Dwarf - shrubland",-,G2G3Q,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364540,Salix arctica - Salix nivalis Dwarf-shrubland,Salix arctica  -  Salix nivalis Dwarf - shrubland,-,G2Q,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24758,Salix arctica / Geum rossii Dwarf-shrubland,Salix arctica  /  Geum rossii Dwarf - shrubland,Alpine Willow Scrub,G4,S4,Y,-,-,-,N,N,Fully Tracked
Natural Communities,364589,Salix bebbiana / Mesic Graminoids Wet Shrubland,Salix bebbiana  /  Mesic Graminoids Wet Shrubland,-,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,20994,Salix bebbiana Wet Shrubland,Salix bebbiana Wet Shrubland,Montane Willow Carrs,G3?,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364587,Salix boothii - Salix geyeriana Wet Shrubland,Salix boothii  -  Salix geyeriana Wet Shrubland,-,GU,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24978,Salix boothii / Calamagrostis canadensis Wet Shrubland,Salix boothii  /  Calamagrostis canadensis Wet Shrubland,Booth Willow / Canadian Reed Grass,G3G4Q,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24517,Salix boothii / Carex utriculata Wet Shrubland,Salix boothii  /  Carex utriculata Wet Shrubland,Booth's Willow / Beaked Sedge,G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364539,Salix boothii / Deschampsia cespitosa - Geum rossii Wet Shrubland,Salix boothii  /  Deschampsia cespitosa  -  Geum rossii Wet Shrubland,-,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24734,Salix boothii / Mesic Forbs Wet Shrubland,Salix boothii  /  Mesic Forbs Wet Shrubland,Booth's Willow / Mesic Forb,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24614,Salix boothii / Mesic Graminoids Wet Shrubland,Salix boothii  /  Mesic Graminoids Wet Shrubland,Riparian Willow Carr,G3?,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24828,Salix brachycarpa / Carex aquatilis Wet Shrubland,Salix brachycarpa  /  Carex aquatilis Wet Shrubland,Subalpine Riparian / Wetland Carr,G2G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24477,Salix brachycarpa / Deschampsia caespitosa - Geum rossii Shrubland,Salix brachycarpa  /  Deschampsia caespitosa  -  Geum rossii Shrubland,Alpine Willow Scrub,G4,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24806,Salix brachycarpa / Mesic Forbs Wet Shrubland,Salix brachycarpa  /  Mesic Forbs Wet Shrubland,Alpine Willow Scrub,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24473,Salix drummondiana / Calamagrostis canadensis Wet Shrubland,Salix drummondiana  /  Calamagrostis canadensis Wet Shrubland,Lower Montane Willow Carrs,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24942,Salix drummondiana / Carex utriculata Wet Shrubland,Salix drummondiana  /  Carex utriculata Wet Shrubland,Montane Willow Carr,G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24961,Salix drummondiana / Mesic Forbs Wet Shrubland,Salix drummondiana  /  Mesic Forbs Wet Shrubland,Drummonds Willow / Mesic Forb,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24788,Salix exigua - Salix ligulifolia Wet Shrubland,Salix exigua  -  Salix ligulifolia Wet Shrubland,Strapleaf Willow- Coyote Willow,G2G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364630,Salix exigua - Salix lucida ssp. caudata Wet Shrubland,Salix exigua  -  Salix lucida ssp. caudata Wet Shrubland,-,G2,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364050,Salix exigua / Gravel Bar Wet Shrubland,Salix exigua  /  Gravel Bar Wet Shrubland,Narrowleaf Willow  /  Gravel Bar Wet Shrubland,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,364599,Salix exigua / Mesic Forbs Wet Shrubland,Salix exigua  /  Mesic Forbs Wet Shrubland,-,G2,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24872,Salix exigua / Mesic Graminoids Western Wet Shrubland,Salix exigua  /  Mesic Graminoids Western Wet Shrubland,Coyote Willow / Mesic Graminoid,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,364564,Salix exigua Riparian Wet Shrubland,Salix exigua Riparian Wet Shrubland,-,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24489,Salix geyeriana - Salix monticola / Calamagrostis canadensis Wet Shrubland,Salix geyeriana  -  Salix monticola  /  Calamagrostis canadensis Wet Shrubland,Montane Willow Carrs,G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24573,Salix geyeriana - Salix monticola / Mesic Forbs Wet Shrubland,Salix geyeriana  -  Salix monticola  /  Mesic Forbs Wet Shrubland,Geyer's Willow- Rocky Mountain Willow / Mesic Forb,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24500,Salix geyeriana / Calamagrostis canadensis Wet Shrubland,Salix geyeriana  /  Calamagrostis canadensis Wet Shrubland,Montane Riparian Willow Carr,G5,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24658,Salix geyeriana / Carex aquatilis Wet Shrubland,Salix geyeriana  /  Carex aquatilis Wet Shrubland,Montane Willow Carr,G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24803,Salix geyeriana / Carex utriculata Wet Shrubland,Salix geyeriana  /  Carex utriculata Wet Shrubland,Geyer's Willow / Beaked Sedge,G5,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24629,Salix geyeriana / Mesic Forbs Wet Shrubland,Salix geyeriana  /  Mesic Forbs Wet Shrubland,Montane Willow Carr,G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24890,Salix geyeriana / Mesic Graminoids Wet Shrubland,Salix geyeriana  /  Mesic Graminoids Wet Shrubland,Geyer's Willow / Mesic Graminoid,G3?,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364680,Salix glauca / Deschampsia cespitosa Wet Shrubland,Salix glauca  /  Deschampsia cespitosa Wet Shrubland,-,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,44632,Salix gooddingii Riparian Woodland,Salix gooddingii Riparian Woodland,-,G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24155,Salix ligulifolia Wet Shrubland,Salix ligulifolia Wet Shrubland,Montane Willow Carr,G2G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364507,Salix lucida ssp. caudata / Rosa woodsii Wet Shrubland,Salix lucida ssp. caudata  /  Rosa woodsii Wet Shrubland,-,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,16815,Salix lucida ssp. caudata Wet Shrubland,Salix lucida ssp. caudata Wet Shrubland,Montane Riparian Shrubland,G3Q,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364675,Salix monticola / Angelica ampla Wet Shrubland,Salix monticola  /  Angelica ampla Wet Shrubland,-,GNR,SU,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,24514,Salix monticola / Calamagrostis canadensis Wet Shrubland,Salix monticola  /  Calamagrostis canadensis Wet Shrubland,Montane Willow Carr,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24965,Salix monticola / Carex aquatilis Wet Shrubland,Salix monticola  /  Carex aquatilis Wet Shrubland,Montane Riparian Willow Carr,G3,S3,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,24882,Salix monticola / Carex utriculata Wet Shrubland,Salix monticola  /  Carex utriculata Wet Shrubland,Montane Riparian Willow Carr,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24809,Salix monticola / Mesic Forbs Wet Shrubland,Salix monticola  /  Mesic Forbs Wet Shrubland,Montane Riparian Willow Carr,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24585,Salix monticola / Mesic Graminoids Wet Shrubland,Salix monticola  /  Mesic Graminoids Wet Shrubland,Montane Riparian Willow Carr,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364700,Salix nivalis / Geum rossii Dwarf-shrubland,Salix nivalis  /  Geum rossii Dwarf - shrubland,-,GNR,SU,Y,-,-,-,N,N,Fully Tracked
Natural Communities,24805,Salix planifolia / Calamagrostis canadensis Wet Shrubland,Salix planifolia  /  Calamagrostis canadensis Wet Shrubland,Subalpine Riparian Willow Carr,G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24836,Salix planifolia / Caltha leptosepala Wet Shrubland,Salix planifolia  /  Caltha leptosepala Wet Shrubland,Subalpine Riparian Willow Carr,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24850,Salix planifolia / Carex aquatilis Wet Shrubland,Salix planifolia  /  Carex aquatilis Wet Shrubland,Subalpine Riparian Willow Carr,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24617,Salix planifolia / Carex scopulorum Shrub Fen,Salix planifolia  /  Carex scopulorum Wet Shrubland,Subalpine Riparian Willow Carr,G4,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24576,Salix planifolia / Carex utriculata Wet Shrubland,Salix planifolia  /  Carex utriculata Wet Shrubland,Diamondleaf Willow  /  Beaked Sedge,GNR,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24618,Salix planifolia / Deschampsia cespitosa Wet Shrubland,Salix planifolia  /  Deschampsia cespitosa Wet Shrubland,Subalpine Riparian Willow Carr,G2G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,40641,Salix planifolia / Mesic Forbs Wet Shrubland,Salix planifolia  /  Mesic Forbs Wet Shrubland,Planeleaf Willow / Mesic Forbs,G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,40532,Salix wolfii / Calamagrostis canadensis Wet Shrubland,Salix wolfii  /  Calamagrostis canadensis Wet Shrubland,Subalpine Riparian Willow Carr,G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24666,Salix wolfii / Carex aquatilis Wet Shrubland,Salix wolfii  /  Carex aquatilis Wet Shrubland,Subalpine Riparian Willow Carr,G4,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24504,Salix wolfii / Carex utriculata Wet Shrubland,Salix wolfii  /  Carex utriculata Wet Shrubland,Subalpine Riparian Willow Carr,G4,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364628,Salix wolfii / Deschampsia cespitosa Wet Shrubland,Salix wolfii  /  Deschampsia cespitosa Wet Shrubland,-,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364522,Salix wolfii / Fragaria virginiana Wet Shrubland,Salix wolfii  /  Fragaria virginiana Wet Shrubland,-,G4?,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24572,Salix wolfii / Mesic Forbs Wet Shrubland,Salix wolfii  /  Mesic Forbs Wet Shrubland,Subalpine Riparian Willow Carr,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364524,Sandstone Great Plains Dry Cliff Sparse Vegetation,Sandstone Great Plains Dry Cliff Sparse Vegetation,-,G4G5,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,40650,Sarcobatus vermiculatus / Artemisia tridentata Wet Shrubland,Sarcobatus vermiculatus  /  Artemisia tridentata Wet Shrubland,-,G4,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364604,Sarcobatus vermiculatus / Atriplex gardneri Wet Shrubland,Sarcobatus vermiculatus  /  Atriplex gardneri Wet Shrubland,-,G4?,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24608,Sarcobatus vermiculatus / Bouteloua gracilis Wet Shrubland,Sarcobatus vermiculatus  /  Bouteloua gracilis Wet Shrubland,Saline Bottomland Shrublands,G1Q,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24693,Sarcobatus vermiculatus / Distichlis spicata Wet Shrubland,Sarcobatus vermiculatus  /  Distichlis spicata Wet Shrubland,Saline Bottomland Shrublands,G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364502,Sarcobatus vermiculatus / Ericameria nauseosa Wet Shrubland,Sarcobatus vermiculatus  /  Ericameria nauseosa Wet Shrubland,-,G5,S3S4,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364560,Sarcobatus vermiculatus / Juncus arcticus ssp. littoralis Sparse Vegetation,Sarcobatus vermiculatus  /  Juncus arcticus ssp. littoralis Sparse Vegetation,-,G3?,S3?,Y,-,-,-,N,N,Fully Tracked
Natural Communities,364577,Sarcobatus vermiculatus / Pseudoroegneria spicata Shrubland,Sarcobatus vermiculatus  /  Pseudoroegneria spicata Shrubland,-,G3,S1?,N,-,-,-,N,N,Fully Tracked
Natural Communities,24486,Sarcobatus vermiculatus / Sporobolus airoides Wet Shrubland,Sarcobatus vermiculatus  /  Sporobolus airoides Wet Shrubland,Saline Bottomland Shrublands,G3?,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24636,Sarcobatus vermiculatus / Suaeda moquinii Wet Shrubland,Sarcobatus vermiculatus  /  Suaeda moquinii Wet Shrubland,Saline Bottomland Shrublands,GUQ,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364651,Sarcobatus vermiculatus Dune Wet Shrubland,Sarcobatus vermiculatus Dune Wet Shrubland,-,G5?,S1S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364691,Saxifraga bronchialis Scree Slope Alpine Sparse Vegetation,Saxifraga bronchialis Scree Slope Alpine Sparse Vegetation,-,G3?,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,24565,Saxifraga chrysantha Alpine Sparse Vegetation,Saxifraga chrysantha Alpine Sparse Vegetation,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,19093,Saxifraga odontoloma Wet Meadow,Saxifraga odontoloma Wet Meadow,Alpine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24566,Saxifraga rivularis Alpine Sparse Meadow,Saxifraga rivularis Alpine Sparse Meadow,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,19088,Schizachyrium scoparium - Bouteloua curtipendula Loess Mixedgrass Grassland,Schizachyrium scoparium  -  Bouteloua curtipendula Loess Mixedgrass Grassland,Loess Prairie,G3?,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24967,Schizachyrium scoparium - Bouteloua curtipendula Western Great Plains Grassland,Schizachyrium scoparium  -  Bouteloua curtipendula Western Great Plains Grassland,Great Plains Mixed Grass Prairies (Sandstone / Gravel Breaks),G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24564,Schoenoplectus acutus - Typha latifolia - (Schoenoplectus tabernaemontani) Sandhills Marsh,Schoenoplectus acutus  -  Typha latifolia  -  (Schoenoplectus tabernaemontani) Sandhills Marsh,Great Plains Marsh,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,364514,Schoenoplectus acutus Marsh,Schoenoplectus acutus Marsh,-,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24804,Schoenoplectus americanus - Carex spp. Marsh,Schoenoplectus americanus  -  Carex spp. Marsh,Great Plains Marsh,GNR,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24768,Schoenoplectus americanus - Eleocharis palustris Marsh,Schoenoplectus americanus  -  Eleocharis palustris Marsh,Bulrush- spikerush,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,364500,Schoenoplectus americanus - Eleocharis spp. Marsh,Schoenoplectus americanus  -  Eleocharis spp. Marsh,-,GNR,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364505,Schoenoplectus americanus Western Marsh,Schoenoplectus americanus Western Marsh,-,G3Q,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,18654,Schoenoplectus pungens Marsh,Schoenoplectus pungens Marsh,Bulrush,G3G4,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364586,Schoenoplectus tabernaemontani Temperate Marsh,Schoenoplectus tabernaemontani Temperate Marsh,-,G5,S5,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24938,Senecio taraxacoides - Oxyria digyna Alpine Sparse Meadow,Senecio taraxacoides  -  Oxyria digyna Alpine Sparse Meadow,Alpine Fellfields,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,17439,Shepherdia argentea Wet Shrubland,Shepherdia argentea Wet Shrubland,Foothills Riparian Shrubland,G3G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,22028,Sibbaldia procumbens - Polygonum bistortoides Wet Meadow,Sibbaldia procumbens  -  Polygonum bistortoides Wet Meadow,Mesic Alpine Meadows,G3?,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364673,Silene acaulis Alpine Fell-field,Silene acaulis Alpine Fell - field,-,G5?,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,19341,Sparganium angustifolium Aquatic Vegetation,Sparganium angustifolium Aquatic Vegetation,Montane Floating / submergent Palustrine Wetlands,G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,40636,Sparganium eurycarpum Aquatic Vegetation,Sparganium eurycarpum Aquatic Vegetation,Foothills / Plains Floating / Submergent Palustrine Wetlands,G4,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,21247,Spartina gracilis Wet Meadow,Spartina gracilis Wet Meadow,Western Slope Salt Meadows,GU,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364800,Spartina pectinata Great Plains Wet Meadow,Spartina pectinata Great Plains Wet Meadow,-,GNR,S3S4,N,-,-,-,N,Y,Fully Tracked
Natural Communities,16738,Spartina pectinata Western Wet Meadow,Spartina pectinata Western Wet Meadow,Prairie Slough Grass,G3?,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24894,Sporobolus airoides - Distichlis spicata Wet Meadow,Sporobolus airoides  -  Distichlis spicata Wet Meadow,-,G4?,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364616,Sporobolus airoides Monotype Wet Meadow,Sporobolus airoides Monotype Wet Meadow,-,GUQ,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,19429,Sporobolus airoides Southern Plains Wet Meadow,Sporobolus airoides Southern Plains Wet Meadow,Great Plains Salt Meadows,G3Q,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,23830,Stuckenia filiformis Aquatic Vegetation,Stuckenia filiformis Aquatic Vegetation,Montane Floating / submergent Palustrine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,44590,Suaeda calceoliformis Wet Meadow,Suaeda calceoliformis Wet Meadow,Pursh Seepweed Herbaceous Vegetation,GNR,SU,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,44143,Suaeda moquinii Wet Shrubland,Suaeda moquinii Wet Shrubland,-,G5,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24526,Sullivantia hapemanii - (Aquilegia barnebyi) Herbaceous Vegetation,Sullivantia hapemanii  -  (Aquilegia barnebyi) Herbaceous Vegetation,Sullivantia Hanging Gardens,G2,S3,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,364795,Sullivantia hapemanii - Mimulus spp. Wet Rock Vegetation,Sullivantia hapemanii  -  Mimulus spp. Wet Rock Vegetation,-,GNR,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,19320,Symphoricarpos occidentalis Shrubland,Symphoricarpos occidentalis Shrubland,Snowberry Shrubland,G4G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364510,Symphoricarpos oreophilus Shrubland,Symphoricarpos oreophilus Shrubland,-,GNR,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24731,Trifolium dasyphyllum Alpine Fell-field,Trifolium dasyphyllum Alpine Fell - field,Alpine Fellfields,G4,S4?,N,-,-,-,N,N,Partial Tracking
