"SYMBOL","SYNONYM_SYMBOL","JOIN_SYMBOL","FULL_NAME","GENUS","SPECIES","FAMILY"
"LYAR2",NA,"LYAR2","Lygodesmia arizonica S. Tomb","Lygodesmia","arizonica","Asteraceae"
"LYAR2","LYGRA","LYGRA","Lygodesmia grandiflora (Nutt.) Torr. & A. Gray var. arizonica (S. Tomb) S.L. Welsh","Lygodesmia","grandiflora","Asteraceae"
"LYAS",NA,"LYAS","Lycopus asper Greene","Lycopus","asper","Lamiaceae"
"LYAS","LYLU2","LYLU2","Lycopus lucidus auct. non Turcz. ex Benth. p.p.","Lycopus","lucidus","Lamiaceae"
"LYAS","LYLUA","LYLUA","Lycopus lucidus Turcz. ex Benth. ssp. americanus (A. Gray) Hultén","Lycopus","lucidus","Lamiaceae"
"LYAS","LYLUA2","LYLUA2","Lycopus lucidus Turcz. ex Benth. var. americanus A. Gray","Lycopus","lucidus","Lamiaceae"
"LYBA4",NA,"LYBA4","Lycium barbarum L.","Lycium","barbarum","Solanaceae"
"LYBA4","LYHA","LYHA","Lycium halimifolium Mill.","Lycium","halimifolium","Solanaceae"
"LYBA4","LYVU3","LYVU3","Lycium vulgare Dunal","Lycium","vulgare","Solanaceae"
"LYCHN",NA,"LYCHN","Lychnis L.","Lychnis","L","Caryophyllaceae"
"LYCI",NA,"LYCI","Lysimachia ciliata L.","Lysimachia","ciliata","Primulaceae"
"LYCI","STCI8","STCI8","Steironema ciliatum (L.) Baudo","Steironema","ciliatum","Primulaceae"
"LYCI","STPU5","STPU5","Steironema pumilum Greene","Steironema","pumilum","Primulaceae"
"LYCIU",NA,"LYCIU","Lycium L.","Lycium","L","Solanaceae"
"LYCO",NA,"LYCO","Lychnis coronaria (L.) Desr.","Lychnis","coronaria","Caryophyllaceae"
"LYCO","AGCO6","AGCO6","Agrostemma coronaria L.","Agrostemma","coronaria","Caryophyllaceae"
"LYCO","COCO15","COCO15","Coronaria coriacea (Moench) Schischkin & Gorschk.","Coronaria","coriacea","Caryophyllaceae"
"LYCO","SICO15","SICO15","Silene coronaria (L.) Clairville","Silene","coronaria","Caryophyllaceae"
"LYCOP2",NA,"LYCOP2","Lycopodium L.","Lycopodium","L","Lycopodiaceae"
"LYCOP4",NA,"LYCOP4","Lycopus L.","Lycopus","L","Lamiaceae"
"LYCUR",NA,"LYCUR","Lycurus Kunth","Lycurus","Kunth","Poaceae"
"LYDO",NA,"LYDO","Lygodesmia doloresensis S. Tomb","Lygodesmia","doloresensis","Asteraceae"
"LYDO","LYGRD2","LYGRD2","Lygodesmia grandiflora (Nutt.) Torr. & A. Gray var. doloresensis (S. Tomb) S.L. Welsh","Lygodesmia","grandiflora","Asteraceae"
"LYGOD",NA,"LYGOD","Lygodesmia D. Don","Lygodesmia","D","Asteraceae"
"LYGR",NA,"LYGR","Lygodesmia grandiflora (Nutt.) Torr. & A. Gray","Lygodesmia","grandiflora","Asteraceae"
"LYGR","ERGR17","ERGR17","Erythremia grandiflora Nutt.","Erythremia","grandiflora","Asteraceae"
"LYGR","LYGRS","LYGRS","Lygodesmia grandiflora (Nutt.) Torr. & A. Gray var. stricta Maguire","Lygodesmia","grandiflora","Asteraceae"
"LYJU",NA,"LYJU","Lygodesmia juncea (Pursh) D. Don ex Hook.","Lygodesmia","juncea","Asteraceae"
"LYNU",NA,"LYNU","Lysimachia nummularia L.","Lysimachia","nummularia","Primulaceae"
"LYPA",NA,"LYPA","Lycium pallidum Miers","Lycium","pallidum","Solanaceae"
"LYPAP",NA,"LYPAP","Lycium pallidum Miers var. pallidum","Lycium","pallidum","Solanaceae"
"LYPH",NA,"LYPH","Lycurus phleoides Kunth","Lycurus","phleoides","Poaceae"
"LYSA2",NA,"LYSA2","Lythrum salicaria L.","Lythrum","salicaria","Lythraceae"
"LYSA2","LYSAG","LYSAG","Lythrum salicaria L. var. gracilior Turcz.","Lythrum","salicaria","Lythraceae"
"LYSA2","LYSAT","LYSAT","Lythrum salicaria L. var. tomentosum (Mill.) DC.","Lythrum","salicaria","Lythraceae"
"LYSA2","LYSAV","LYSAV","Lythrum salicaria L. var. vulgare DC.","Lythrum","salicaria","Lythraceae"
"LYSE3",NA,"LYSE3","Lycurus setosus (Nutt.) C.G. Reeder","Lycurus","setosus","Poaceae"
"LYSE3","PLSE3","PLSE3","Pleopogon setosus Nutt.","Pleopogon","setosus","Poaceae"
"LYSIM",NA,"LYSIM","Lysimachia L.","Lysimachia","L","Primulaceae"
"LYTH2",NA,"LYTH2","Lysimachia thyrsiflora L.","Lysimachia","thyrsiflora","Primulaceae"
"LYTH2","NATH","NATH","Naumburgia thyrsiflora (L.) Duby","Naumburgia","thyrsiflora","Primulaceae"
"LYTHR",NA,"LYTHR","Lythrum L.","Lythrum","L","Lythraceae"
"LYUN",NA,"LYUN","Lycopus uniflorus Michx.","Lycopus","uniflorus","Lamiaceae"
"LYUNU2",NA,"LYUNU2","Lycopus uniflorus Michx. var. uniflorus","Lycopus","uniflorus","Lamiaceae"
"LYUNU2","LYVIP","LYVIP","Lycopus virginicus L. var. pauciflorus Benth.","Lycopus","virginicus","Lamiaceae"
"LYVU",NA,"LYVU","Lysimachia vulgaris L.","Lysimachia","vulgaris","Primulaceae"
"MAAF",NA,"MAAF","Malcolmia africana (L.) W.T. Aiton","Malcolmia","africana","Brassicaceae"
"MABI",NA,"MABI","Machaeranthera bigelovii (A. Gray) Greene","Machaeranthera","bigelovii","Asteraceae"
"MABI","DIBI8","DIBI8","Dieteria bigelovii (A. Gray) D.R. Morgan & R.L. Hartm.","Dieteria","bigelovii","Asteraceae"
"MABIB",NA,"MABIB","Machaeranthera bigelovii (A. Gray) Greene var. bigelovii","Machaeranthera","bigelovii","Asteraceae"
"MABIB","ASAQ3","ASAQ3","Aster aquifolius (Greene ex Wooton & Standl.) S.F. Blake","Aster","aquifolius","Asteraceae"
"MABIB","ASBI9","ASBI9","Aster bigelovii A. Gray","Aster","bigelovii","Asteraceae"
"MABIB","ASPA26","ASPA26","Aster pattersonii A. Gray","Aster","pattersonii","Asteraceae"
"MABIB","ASRU10","ASRU10","Aster rubrotinctus S.F. Blake","Aster","rubrotinctus","Asteraceae"
"MABIB","MAAQ","MAAQ","Machaeranthera aquifolia Greene ex Wooton & Standl.","Machaeranthera","aquifolia","Asteraceae"
"MABIB","MACE","MACE","Machaeranthera centaureoides Greene ex Wooton & Standl.","Machaeranthera","centaureoides","Asteraceae"
"MABIB","MAPA10","MAPA10","Machaeranthera pattersonii (A. Gray) Greene","Machaeranthera","pattersonii","Asteraceae"
"MABIB","MARU3","MARU3","Machaeranthera rubricaulis Rydb.","Machaeranthera","rubricaulis","Asteraceae"
"MABIC",NA,"MABIC","Machaeranthera bigelovii (A. Gray) Greene var. commixta (Greene) B.L. Turner","Machaeranthera","bigelovii","Asteraceae"
"MABIC","MACAC4","MACAC4","Machaeranthera canescens (Pursh) A. Gray var. commixta (Greene) S.L. Welsh","Machaeranthera","canescens","Asteraceae"
"MABIC","MACO2","MACO2","Machaeranthera commixta Greene","Machaeranthera","commixta","Asteraceae"
"MABR5",NA,"MABR5","Malaxis brachypoda (A. Gray) Fernald","Malaxis","brachypoda","Orchidaceae"
"MABR5","MAMOB2","MAMOB2","Malaxis monophyllos (L.) Sw. ssp. brachypoda (A. Gray) Á. Löve & D. Löve","Malaxis","monophyllos","Orchidaceae"
"MABR5","MAMOB","MAMOB","Malaxis monophyllos (L.) Sw. var. brachypoda (A. Gray) F. Morris & Eames","Malaxis","monophyllos","Orchidaceae"
"MACA2",NA,"MACA2","Machaeranthera canescens (Pursh) A. Gray","Machaeranthera","canescens","Asteraceae"
"MACAA",NA,"MACAA","Machaeranthera canescens (Pursh) A. Gray ssp. canescens var. ambigua B.L. Turner","Machaeranthera","canescens","Asteraceae"
"MACAA","MAAN10","MAAN10","Machaeranthera angustifolia Wooton & Standl.","Machaeranthera","angustifolia","Asteraceae"
"MACAA","MAOX","MAOX","Machaeranthera oxylepis Greene","Machaeranthera","oxylepis","Asteraceae"
"MACAA","MASC2","MASC2","Machaeranthera scoparia Greene","Machaeranthera","scoparia","Asteraceae"
"MACAA2",NA,"MACAA2","Machaeranthera canescens (Pursh) A. Gray ssp. glabra (A. Gray) B.L. Turner var. aristata (Eastw.) B.L. Turner","Machaeranthera","canescens","Asteraceae"
"MACAA2","ASCAA3","ASCAA3","Aster canescens Pursh var. aristatus Eastw.","Aster","canescens","Asteraceae"
"MACAA2","ASCI8","ASCI8","Aster cichoriaceus (Greene) S.F. Blake","Aster","cichoriaceus","Asteraceae"
"MACAA2","MACAV3","MACAV3","Machaeranthera canescens (Pursh) A. Gray var. vacans (A. Nelson) S.L. Welsh","Machaeranthera","canescens","Asteraceae"
"MACAA2","MACI3","MACI3","Machaeranthera cichoriacea Greene","Machaeranthera","cichoriacea","Asteraceae"
"MACAA2","MAPUV","MAPUV","Machaeranthera pulverulenta (Nutt.) Greene var. vacans A. Nelson","Machaeranthera","pulverulenta","Asteraceae"
"MACAA2","MARI2","MARI2","Machaeranthera rigida Greene","Machaeranthera","rigida","Asteraceae"
"MACAC",NA,"MACAC","Machaeranthera canescens (Pursh) A. Gray ssp. canescens","Machaeranthera","canescens","Asteraceae"
"MACAC3",NA,"MACAC3","Machaeranthera canescens (Pursh) A. Gray ssp. canescens var. canescens","Machaeranthera","canescens","Asteraceae"
"MACAC3","ASCA25","ASCA25","Aster canescens Pursh","Aster","canescens","Asteraceae"
"MACAC3","ASCAV3","ASCAV3","Aster canescens Pursh var. viscosus (Nutt.) A. Gray","Aster","canescens","Asteraceae"
"MACAC3","ASGL8","ASGL8","Aster glossophyllus Piper","Aster","glossophyllus","Asteraceae"
"MACAC3","ASLE21","ASLE21","Aster leiodes S.F. Blake","Aster","leiodes","Asteraceae"
"MACAC3","ASSHG","ASSHG","Aster shastensis (A. Gray) A. Gray var. glossophyllus (Piper) Cronquist","Aster","shastensis","Asteraceae"
"MACAC3","ASSHL","ASSHL","Aster shastensis (A. Gray) A. Gray var. latifolius Cronquist","Aster","shastensis","Asteraceae"
"MACAC3","DICA18","DICA18","Dieteria canescens (Pursh) Nutt.","Dieteria","canescens","Asteraceae"
"MACAC3","DIDI11","DIDI11","Dieteria divaricata Nutt.","Dieteria","divaricata","Asteraceae"
"MACAC3","DIPU5","DIPU5","Dieteria pulverulenta Nutt.","Dieteria","pulverulenta","Asteraceae"
"MACAC3","DIVI10","DIVI10","Dieteria viscosa Nutt.","Dieteria","viscosa","Asteraceae"
"MACAC3","MAAN11","MAAN11","Machaeranthera angustifolia Rydb., non Wooton & Standl.","Machaeranthera","angustifolia","Asteraceae"
"MACAC3","MACAL3","MACAL3","Machaeranthera canescens (Pursh) A. Gray var. latifolia (A. Nelson) S.L. Welsh, non A. Gray","Machaeranthera","canescens","Asteraceae"
"MACAC3","MACAM","MACAM","Machaeranthera canescens (Pursh) A. Gray var. monticola Dorn","Machaeranthera","canescens","Asteraceae"
"MACAC3","MACAV","MACAV","Machaeranthera canescens (Pursh) A. Gray var. viscosa (Nutt.) Piper","Machaeranthera","canescens","Asteraceae"
"MACAC3","MADI7","MADI7","Machaeranthera divaricata (Nutt.) Greene","Machaeranthera","divaricata","Asteraceae"
"MACAC3","MAGL10","MAGL10","Machaeranthera glabella Greene ex Rydb.","Machaeranthera","glabella","Asteraceae"
"MACAC3","MALA3","MALA3","Machaeranthera laetevirens Greene, non Aster laetevirens (Greene) Greene","Machaeranthera","laetevirens","Asteraceae"
"MACAC3","MALA11","MALA11","Machaeranthera latifolia A. Nelson","Machaeranthera","latifolia","Asteraceae"
"MACAC3","MALE6","MALE6","Machaeranthera leptophylla Rydb.","Machaeranthera","leptophylla","Asteraceae"
"MACAC3","MALI","MALI","Machaeranthera linearis Rydb., non Greene, nom. illeg.","Machaeranthera","linearis","Asteraceae"
"MACAC3","MAMO5","MAMO5","Machaeranthera montana Greene","Machaeranthera","montana","Asteraceae"
"MACAC3","MAPA19","MAPA19","Machaeranthera paniculata A. Nelson","Machaeranthera","paniculata","Asteraceae"
"MACAC3","MAPI4","MAPI4","Machaeranthera pinosa Elmer","Machaeranthera","pinosa","Asteraceae"
"MACAC3","MAPU8","MAPU8","Machaeranthera pulverulenta (Nutt.) Greene","Machaeranthera","pulverulenta","Asteraceae"
"MACAC3","MARA8","MARA8","Machaeranthera ramosa A. Nelson","Machaeranthera","ramosa","Asteraceae"
"MACAC3","MASE4","MASE4","Machaeranthera selbyi Rydb.","Machaeranthera","selbyi","Asteraceae"
"MACAC3","MASHG","MASHG","Machaeranthera shastensis A. Gray var. glossophylla (Piper) Cronquist & D.D. Keck","Machaeranthera","shastensis","Asteraceae"
"MACAC3","MASHL","MASHL","Machaeranthera shastensis A. Gray var. latifolia (Cronquist) Cronquist & D.D. Keck","Machaeranthera","shastensis","Asteraceae"
"MACAC3","MASHM","MASHM","Machaeranthera shastensis A. Gray var. montana (Greene) Cronquist & D.D. Keck","Machaeranthera","shastensis","Asteraceae"
"MACAC3","MASP4","MASP4","Machaeranthera spinulosa (Greene) Cory, non Amellus spinulosa Pursh","Machaeranthera","spinulosa","Asteraceae"
"MACAC3","MASU3","MASU3","Machaeranthera subalpina Greene","Machaeranthera","subalpina","Asteraceae"
"MACAC3","MASU6","MASU6","Machaeranthera superba A. Nelson","Machaeranthera","superba","Asteraceae"
"MACAC3","MAVI7","MAVI7","Machaeranthera viscosa (Nutt.) Greene","Machaeranthera","viscosa","Asteraceae"
"MACAG",NA,"MACAG","Machaeranthera canescens (Pursh) A. Gray ssp. glabra (A. Gray) B.L. Turner","Machaeranthera","canescens","Asteraceae"
"MACAG2",NA,"MACAG2","Machaeranthera canescens (Pursh) A. Gray ssp. glabra (A. Gray) B.L. Turner var. glabra A. Gray","Machaeranthera","canescens","Asteraceae"
"MACAG2","ASLI8","ASLI8","Aster linearis (Greene) Cory","Aster","linearis","Asteraceae"
"MACAG2","MACAV2","MACAV2","Machaeranthera canescens (Pursh) A. Gray var. viridis A. Gray","Machaeranthera","canescens","Asteraceae"
"MACAG2","MAFR4","MAFR4","Machaeranthera fremontii Rydb.","Machaeranthera","fremontii","Asteraceae"
"MACAG2","MALI4","MALI4","Machaeranthera linearis Greene","Machaeranthera","linearis","Asteraceae"
"MACHA",NA,"MACHA","Machaeranthera Nees","Machaeranthera","Nees","Asteraceae"
"MACLU",NA,"MACLU","Maclura Nutt.","Maclura","Nutt","Moraceae"
"MACO13",NA,"MACO13","Machaeranthera coloradoensis (A. Gray) Osterh.","Machaeranthera","coloradoensis","Asteraceae"
"MACOB",NA,"MACOB","Machaeranthera coloradoensis (A. Gray) Osterh. var. brandegeei (Rydb.) T.J. Watson ex R.L. Hartm.","Machaeranthera","coloradoensis","Asteraceae"
"MACOC",NA,"MACOC","Machaeranthera coloradoensis (A. Gray) Osterh. var. coloradoensis","Machaeranthera","coloradoensis","Asteraceae"
"MACOC","ASCO28","ASCO28","Aster coloradoensis A. Gray","Aster","coloradoensis","Asteraceae"
"MACOC","ERCO30","ERCO30","Eriocarpum coloradoense (A. Gray) Greene","Eriocarpum","coloradoense","Asteraceae"
"MACOC","HACO5","HACO5","Haplopappus coloradoensis (A. Gray) R.L. Hartm. ex Dorn","Haplopappus","coloradoensis","Asteraceae"
"MACOC","XACO8","XACO8","Xanthisma coloradoense (A. Gray) D.R. Morgan & R.L. Hartm.","Xanthisma","coloradoense","Asteraceae"
"MACOC","XYCO4","XYCO4","Xylorhiza coloradoensis (A. Gray) Rydb.","Xylorhiza","coloradoensis","Asteraceae"
"MADI6",NA,"MADI6","Matricaria discoidea DC.","Matricaria","discoidea","Asteraceae"
"MADI6","ARMA17","ARMA17","Artemisia matricarioides auct. non Less.","Artemisia","matricarioides","Asteraceae"
"MADI6","CHSU5","CHSU5","Chamomilla suaveolens (Pursh) Rydb.","Chamomilla","suaveolens","Asteraceae"
"MADI6","LESU2","LESU2","Lepidanthus suaveolens (Pursh) Nutt.","Lepidanthus","suaveolens","Asteraceae"
"MADI6","LESU3","LESU3","Lepidotheca suaveolens (Pursh) Nutt.","Lepidotheca","suaveolens","Asteraceae"
"MADI6","MAMA11","MAMA11","Matricaria matricarioides auct. non (Less.) Porter","Matricaria","matricarioides","Asteraceae"
"MADI6","MASU9","MASU9","Matricaria suaveolens (Pursh) Buchenau, non L.","Matricaria","suaveolens","Asteraceae"
"MADI6","SASU14","SASU14","Santolina suaveolens Pursh","Santolina","suaveolens","Asteraceae"
"MADI6","TASU2","TASU2","Tanacetum suaveolens (Pursh) Hook.","Tanacetum","suaveolens","Asteraceae"
"MADIA",NA,"MADIA","Madia Molina","Madia","Molina","Asteraceae"
"MAFR3",NA,"MAFR3","Mahonia fremontii (Torr.) Fedde","Mahonia","fremontii","Berberidaceae"
"MAFR3","BEFR","BEFR","Berberis fremontii Torr.","Berberis","fremontii","Berberidaceae"
"MAFR3","BEHI","BEHI","Berberis higginsiae Munz","Berberis","higginsiae","Berberidaceae"
"MAFR3","MAHI2","MAHI2","Mahonia higginsiae (Munz) Ahrendt","Mahonia","higginsiae","Berberidaceae"
"MAFR3","ODFR","ODFR","Odostemon fremontii (Torr.) Rydb.","Odostemon","fremontii","Berberidaceae"
"MAGL2",NA,"MAGL2","Madia glomerata Hook.","Madia","glomerata","Asteraceae"
"MAGR10",NA,"MAGR10","Machaeranthera gracilis (Nutt.) Shinners","Machaeranthera","gracilis","Asteraceae"
"MAGR10","DIGR8","DIGR8","Dieteria gracilis Nutt., non Aster gracilis Nutt.","Dieteria","gracilis","Asteraceae"
"MAGR10","HAGR11","HAGR11","Haplopappus gracilis (Nutt.) A. Gray","Haplopappus","gracilis","Asteraceae"
"MAGR10","HARA3","HARA3","Haplopappus ravenii R.C. Jacks.","Haplopappus","ravenii","Asteraceae"
"MAGR10","SIGR9","SIGR9","Sideranthus gracilis (Nutt.) A. Nelson","Sideranthus","gracilis","Asteraceae"
"MAGR2",NA,"MAGR2","Machaeranthera grindelioides (Nutt.) Shinners","Machaeranthera","grindelioides","Asteraceae"
"MAGRG",NA,"MAGRG","Machaeranthera grindelioides (Nutt.) Shinners var. grindelioides","Machaeranthera","grindelioides","Asteraceae"
"MAGRG","ERGR14","ERGR14","Eriocarpum grindelioides Nutt.","Eriocarpum","grindelioides","Asteraceae"
"MAGRG","HANU2","HANU2","Haplopappus nuttallii Torr. & A. Gray","Haplopappus","nuttallii","Asteraceae"
"MAGRG","SIGR12","SIGR12","Sideranthus grindelioides (Nutt.) Britton","Sideranthus","grindelioides","Asteraceae"
"MAHA4",NA,"MAHA4","Mahonia haematocarpa (Wooton) Fedde","Mahonia","haematocarpa","Berberidaceae"
"MAHA4","BEHA","BEHA","Berberis haematocarpa Wooton","Berberis","haematocarpa","Berberidaceae"
"MAHE2",NA,"MAHE2","Mammillaria heyderi Muehlenpf.","Mammillaria","heyderi","Cactaceae"
"MAHEH2",NA,"MAHEH2","Mammillaria heyderi Muehlenpf. var. heyderi","Mammillaria","heyderi","Cactaceae"
"MAHEH2","MAGUA","MAGUA","Mammillaria gummifera Engelm. var. applanata (Engelm.) L.D. Benson","Mammillaria","gummifera","Cactaceae"
"MAHEH2","MAHEA","MAHEA","Mammillaria heyderi Muehlenpf. var. applanata Engelm.","Mammillaria","heyderi","Cactaceae"
"MAHON",NA,"MAHON","Mahonia Nutt.","Mahonia","Nutt","Berberidaceae"
"MAIAN",NA,"MAIAN","Maianthemum F.H. Wigg.","Maianthemum","F","Liliaceae"
"MALAC3",NA,"MALAC3","Malacothrix DC.","Malacothrix","DC","Asteraceae"
"MALAX",NA,"MALAX","Malaxis Sol. ex Sw.","Malaxis","Sol","Orchidaceae"
"MALCO2",NA,"MALCO2","Malcolmia W.T. Aiton","Malcolmia","W","Brassicaceae"
"MALE3",NA,"MALE3","Malvella leprosa (Ortega) Krapov.","Malvella","leprosa","Malvaceae"
"MALE3","SIHE8","SIHE8","Sida hederacea (Douglas ex Hook.) Torr. ex A. Gray","Sida","hederacea","Malvaceae"
"MALE3","SILE4","SILE4","Sida leprosa (Ortega) K. Schum.","Sida","leprosa","Malvaceae"
"MALE3","SILEH","SILEH","Sida leprosa (Ortega) K. Schum. var. hederacea (Douglas ex Hook.) K. Schum.","Sida","leprosa","Malvaceae"
"MALUS",NA,"MALUS","Malus Mill.","Malus","Mill","Rosaceae"
"MALVA",NA,"MALVA","Malva L.","Malva","L","Malvaceae"
"MALVE",NA,"MALVE","Malvella Jaubert & Spach","Malvella","Jaubert","Malvaceae"
"MAMMI",NA,"MAMMI","Mammillaria Haw.","Mammillaria","Haw","Cactaceae"
"MANE",NA,"MANE","Malva neglecta Wallr.","Malva","neglecta","Malvaceae"
"MANE","MARO","MARO","Malva rotundifolia auct. non L.","Malva","rotundifolia","Malvaceae"
"MAPA",NA,"MAPA","Machaeranthera parviflora A. Gray","Machaeranthera","parviflora","Asteraceae"
"MAPA","ASPA20","ASPA20","Aster parviflorus A. Gray, non Nees","Aster","parviflorus","Asteraceae"
"MAPA","ASPA30","ASPA30","Aster parvulus S.F. Blake","Aster","parvulus","Asteraceae"
"MAPA","MAPY2","MAPY2","Machaeranthera pygmaea (A. Gray) Wooton & Standl.","Machaeranthera","pygmaea","Asteraceae"
"MAPA5",NA,"MAPA5","Malva parviflora L.","Malva","parviflora","Malvaceae"
"MAPI",NA,"MAPI","Machaeranthera pinnatifida (Hook.) Shinners","Machaeranthera","pinnatifida","Asteraceae"
"MAPI","XASP","XASP","Xanthisma spinulosum (Pursh) D.R. Morgan & R.L. Hartm.","Xanthisma","spinulosum","Asteraceae"
"MAPIG",NA,"MAPIG","Machaeranthera pinnatifida (Hook.) Shinners ssp. gooddingii (A. Nelson) B.L. Turner & R.L. Hartm.","Machaeranthera","pinnatifida","Asteraceae"
"MAPIG3",NA,"MAPIG3","Machaeranthera pinnatifida (Hook.) Shinners ssp. pinnatifida var. glaberrima (Rydb.) B.L. Turner & R.L. Hartm.","Machaeranthera","pinnatifida","Asteraceae"
"MAPIG3","HASPG4","HASPG4","Haplopappus spinulosus (Pursh) DC. ssp. glaberrimus (Rydb.) H.M. Hall","Haplopappus","spinulosus","Asteraceae"
"MAPIG3","HASPG2","HASPG2","Haplopappus spinulosus (Pursh) DC. var. glaberrimus (Rydb.) S.F. Blake","Haplopappus","spinulosus","Asteraceae"
"MAPIG3","SIGL7","SIGL7","Sideranthus glaberrimus Rydb.","Sideranthus","glaberrimus","Asteraceae"
"MAPIG3","SISPG","SISPG","Sideranthus spinulosus (Pursh) Sweet ex Rydb. var. glaberrimus (Rydb.) A. Nelson","Sideranthus","spinulosus","Asteraceae"
"MAPIP",NA,"MAPIP","Machaeranthera pinnatifida (Hook.) Shinners ssp. pinnatifida","Machaeranthera","pinnatifida","Asteraceae"
"MAPIP3",NA,"MAPIP3","Machaeranthera pinnatifida (Hook.) Shinners ssp. gooddingii (A. Nelson) B.L. Turner & R.L. Hartm. var. paradoxa B.L. Turner & R.L. Hartm.","Machaeranthera","pinnatifida","Asteraceae"
"MAPIP3","HASPP","HASPP","Haplopappus spinulosus (Pursh) DC. var. paradoxa (B.L. Turner & R.L. Hartm.) Cronquist","Haplopappus","spinulosus","Asteraceae"
"MAPIP4",NA,"MAPIP4","Machaeranthera pinnatifida (Hook.) Shinners ssp. pinnatifida var. pinnatifida","Machaeranthera","pinnatifida","Asteraceae"
"MAPIP4","AMSP5","AMSP5","Amellus spinulosus Pursh, non Machaeranthera spinulosus Greene","Amellus","spinulosus","Asteraceae"
"MAPIP4","ASPI10","ASPI10","Aster pinnatifidus (Hook.) Kuntze","Aster","pinnatifidus","Asteraceae"
"MAPIP4","DISP5","DISP5","Dieteria spinulosa (Pursh) Nutt.","Dieteria","spinulosa","Asteraceae"
"MAPIP4","DIPI4","DIPI4","Diplopappus pinnatifidus Hook.","Diplopappus","pinnatifidus","Asteraceae"
"MAPIP4","ERAU5","ERAU5","Eriocarpum australe Greene","Eriocarpum","australe","Asteraceae"
"MAPIP4","ERSP14","ERSP14","Eriocarpum spinulosum (Pursh) Greene","Eriocarpum","spinulosum","Asteraceae"
"MAPIP4","ERWO","ERWO","Eriocarpum wootonii Greene","Eriocarpum","wootonii","Asteraceae"
"MAPIP4","HACO6","HACO6","Haplopappus coulteri Harv. & A. Gray ex A. Gray","Haplopappus","coulteri","Asteraceae"
"MAPIP4","HASP3","HASP3","Haplopappus spinulosus (Pursh) DC.","Haplopappus","spinulosus","Asteraceae"
"MAPIP4","HASPA","HASPA","Haplopappus spinulosus (Pursh) DC. ssp. australis (Greene) H.M. Hall","Haplopappus","spinulosus","Asteraceae"
"MAPIP4","HASPC","HASPC","Haplopappus spinulosus (Pursh) DC. ssp. cotulus (Small) H.M. Hall","Haplopappus","spinulosus","Asteraceae"
"MAPIP4","HASPL","HASPL","Haplopappus spinulosus (Pursh) DC. ssp. laevis (Wooton & Standl.) H.M. Hall","Haplopappus","spinulosus","Asteraceae"
"MAPIP4","HASPC2","HASPC2","Haplopappus spinulosus (Pursh) DC. var. canescens A. Gray","Haplopappus","spinulosus","Asteraceae"
"MAPIP4","HASPG3","HASPG3","Haplopappus spinulosus (Pursh) DC. var. glaber A. Gray","Haplopappus","spinulosus","Asteraceae"
"MAPIP4","HASPT","HASPT","Haplopappus spinulosus (Pursh) DC. var. turbinellus (Rydb.) S.F. Blake","Haplopappus","spinulosus","Asteraceae"
"MAPIP4","HATE5","HATE5","Haplopappus texensis R.C. Jacks.","Haplopappus","texensis","Asteraceae"
"MAPIP4","MAAU4","MAAU4","Machaeranthera australis (Greene) Shinners","Machaeranthera","australis","Asteraceae"
"MAPIP4","MALA12","MALA12","Machaeranthera laevis (Wooton & Standl.) Shinners","Machaeranthera","laevis","Asteraceae"
"MAPIP4","MAPI5","MAPI5","Machaeranthera pinnata (Nutt.) Shinners","Machaeranthera","pinnata","Asteraceae"
"MAPIP4","MATE12","MATE12","Machaeranthera texensis (R.C. Jacks.) Shinners","Machaeranthera","texensis","Asteraceae"
"MAPIP4","SIAU5","SIAU5","Sideranthus australis (Greene) Rydb.","Sideranthus","australis","Asteraceae"
"MAPIP4","SICO10","SICO10","Sideranthus cotula Small","Sideranthus","cotula","Asteraceae"
