"SYMBOL","BINOMIAL_NAT","BINOMIAL_ACKER","DURATION","NATIVITY"
"ERPEC","Erigeron peregrinus ssp. callianthemus","Erigeron glacialis","Perennial","Native"
"ERGR3","Erigeron grandiflorus","Erigeron grandiflorus","Perennial","Native"
"ERHU","Erigeron humilis","Erigeron humilis","Perennial","Native"
"ERKA","Erigeron kachinensis","Erigeron kachinensis","Perennial","Native"
"ERLA","Erigeron lanatus","Erigeron lanatus","Perennial","Native"
"ERLE6","Erigeron leiomerus","Erigeron leiomerus","Perennial","Native"
"ERLO","Erigeron lonchophyllus","Erigeron lonchophyllus","Biennial, Perennial","Native"
"ERMA9","Erigeron mancus","Erigeron mancus","Perennial","Native"
"ERME2","Erigeron melanocephalus","Erigeron melanocephalus","Perennial","Native"
"ERNE2","Erigeron nematophyllus","Erigeron nematophyllus","Perennial","Native"
"ERPHP","Erigeron philadelphicus var. philadelphicus","Erigeron philadelphicus var. philadelphicus","Biennial, Perennial","Native"
"ERPI6","Erigeron pinnatisectus","Erigeron pinnatisectus","Perennial","Native"
"ERPU9","Erigeron pulcherrimus","Erigeron pulcherrimus","Perennial","Native"
"ERPU2","Erigeron pumilus","Erigeron pumilus","Perennial","Native"
"ERRA2","Erigeron radicatus","Erigeron radicatus","Perennial","Native"
"ERUTS","Erigeron utahensis var. sparsifolius","Erigeron sparsifolius","Perennial","Native"
"ERSP4","Erigeron speciosus","Erigeron speciosus","Perennial","Native"
"ERSTS2","Erigeron strigosus var. strigosus","Erigeron strigosus var. strigosus","Biennial, Annual","Native"
"ERSU2","Erigeron subtrinervis","Erigeron subtrinervis","Perennial","Native"
"ERCO28","Erigeron colomexicanus","Erigeron tracyi","Biennial","Native"
"ERUI","Erigeron uintahensis","Erigeron uintahensis","Perennial","Native"
"ERUR2","Erigeron ursinus","Erigeron ursinus","Perennial","Native"
"ERUT","Erigeron utahensis","Erigeron utahensis","Perennial","Native"
"ERVA3","Erigeron vagus","Erigeron vagus","Perennial","Native"
"ERVE2","Erigeron vetensis","Erigeron vetensis","Perennial","Native"
"ERVR","Erigeron vreelandii","Erigeron vreelandii","Perennial","Native"
"ERCO8","Eriochloa contracta","Eriochloa contracta","Annual","Native"
"ERAC3","Eriogonum acaule","Eriogonum acaule","Perennial","Native"
"ERAL4","Eriogonum alatum","Eriogonum alatum","Perennial","Native"
"ERAN4","Eriogonum annuum","Eriogonum annuum","Annual, Biennial","Native"
"ERJAF","Eriogonum jamesii var. flavescens","Eriogonum arcuatum","Perennial","Native"
"ERJAF","Eriogonum jamesii var. flavescens","Eriogonum arcuatum var. arcuatum","Perennial","Native"
"ERJAX","Eriogonum jamesii var. xanthum","Eriogonum arcuatum var. xanthum","Perennial","Native"
"ERBA5","Eriogonum batemanii","Eriogonum batemanii","Perennial","Native"
"ERBI","Eriogonum bicolor","Eriogonum bicolor","Perennial","Native"
"ERBR9","Eriogonum brandegeei","Eriogonum brandegeei","Perennial","Native"
"ERBRB4","Eriogonum brevicaule var. brevicaule","Eriogonum brevicaule var. brevicaule","Perennial","Native"
"ERCE2","Eriogonum cernuum","Eriogonum cernuum","Annual","Native"
"ERCL2","Eriogonum clavellatum","Eriogonum clavellatum","Perennial","Native"
"ERCO11","Eriogonum coloradense","Eriogonum coloradense","Perennial","Native"
"ERCO13","Eriogonum contortum","Eriogonum contortum","Perennial","Native"
"ERCO14","Eriogonum corymbosum","Eriogonum corymbosum","Perennial","Native"
"ERCOC9","Eriogonum corymbosum var. corymbosum","Eriogonum corymbosum var. corymbosum","Perennial","Native"
"ERCOO","Eriogonum corymbosum var. orbiculatum","Eriogonum corymbosum var. orbiculatum","Perennial","Native"
"ERCOV","Eriogonum corymbosum var. velutinum","Eriogonum corymbosum var. velutinum","Perennial","Native"
"ERDI5","Eriogonum divaricatum","Eriogonum divaricatum","Annual","Native"
"EREF","Eriogonum effusum","Eriogonum effusum","Perennial","Native"
"EREP","Eriogonum ephedroides","Eriogonum ephedroides","Perennial","Native"
"EREX2","Eriogonum exilifolium","Eriogonum exilifolium","Perennial","Native"
"ERFLF","Eriogonum flavum var. flavum","Eriogonum flavum var. flavum","Perennial","Native"
"ERFU3","Eriogonum fusiforme","Eriogonum fusiforme","Annual, Perennial","Native"
"ERGO","Eriogonum gordonii","Eriogonum gordonii","Annual","Native"
"ERHEH3","Eriogonum heracleoides var. heracleoides","Eriogonum heracleoides var. heracleoides","Perennial","Native"
"ERHO6","Eriogonum hookeri","Eriogonum hookeri","Annual","Native"
"ERIN4","Eriogonum inflatum","Eriogonum inflatum","Annual, Perennial","Native"
"ERJAJ","Eriogonum jamesii var. jamesii","Eriogonum jamesii var. jamesii","Perennial","Native"
"ERLAL5","Eriogonum lachnogynum var. lachnogynum","Eriogonum lachnogynum var. lachnogynum","Perennial","Native"
"ERLE9","Eriogonum leptocladon","Eriogonum leptocladon","Perennial","Native"
"ERLEL","Eriogonum leptocladon var. leptocladon","Eriogonum leptocladon var. leptocladon","Perennial","Native"
"ERLER","Eriogonum leptocladon var. ramosissimum","Eriogonum leptocladon var. ramosissimum","Perennial","Native"
"ERLE10","Eriogonum leptophyllum","Eriogonum leptophyllum","Perennial","Native"
"ERLO4","Eriogonum lonchophyllum","Eriogonum lonchophyllum","Perennial","Native"
"ERMI4","Eriogonum microthecum","Eriogonum microthecum","Perennial","Native"
"ERMIL2","Eriogonum microthecum var. laxiflorum","Eriogonum microthecum var. laxiflorum","Perennial","Native"
"ERMIS2","Eriogonum microthecum var. simpsonii","Eriogonum microthecum var. simpsonii","Perennial","Native"
"EROV","Eriogonum ovalifolium","Eriogonum ovalifolium","Perennial","Native"
"EROVO5","Eriogonum ovalifolium var. ovalifolium","Eriogonum ovalifolium var. ovalifolium","Perennial","Native"
"EROVP2","Eriogonum ovalifolium var. purpureum","Eriogonum ovalifolium var. purpureum","Perennial","Native"
"ERPA11","Eriogonum palmerianum","Eriogonum palmerianum","Annual","Native"
"ERPA9","Eriogonum pauciflorum","Eriogonum pauciflorum","Perennial","Native"
"ERPE10","Eriogonum pelinophilum","Eriogonum pelinophilum","Perennial","Native"
"ERRA3","Eriogonum racemosum","Eriogonum racemosum","Perennial","Native"
"ERSC4","Eriogonum scabrellum","Eriogonum scabrellum","Annual","Native"
"ERSH","Eriogonum shockleyi","Eriogonum shockleyi","Perennial","Native"
"ERTET","Eriogonum tenellum var. tenellum","Eriogonum tenellum var. tenellum","Perennial","Native"
"ERTU2","Eriogonum tumulosum","Eriogonum tumulosum","Perennial","Native"
"ERUM","Eriogonum umbellatum","Eriogonum umbellatum","Perennial","Native"
"ERUMA3","Eriogonum umbellatum var. aureum","Eriogonum umbellatum var. aureum","Perennial","Native"
"ERUMM","Eriogonum umbellatum var. majus","Eriogonum umbellatum var. majus","Perennial","Native"
"ERUMP2","Eriogonum umbellatum var. porteri","Eriogonum umbellatum var. porteri","Perennial","Native"
"ERUMS2","Eriogonum umbellatum var. subaridum","Eriogonum umbellatum var. subaridum","Perennial","Native"
"ERUMU2","Eriogonum umbellatum var. umbellatum","Eriogonum umbellatum var. umbellatum","Perennial","Native"
"ERWE","Eriogonum wetherillii","Eriogonum wetherillii","Annual","Native"
"ERPI5","Erioneuron pilosum","Erioneuron pilosum","Perennial","Native"
"ERAN6","Eriophorum angustifolium","Eriophorum angustifolium","Perennial","Native"
"ERCH7","Eriophorum chamissonis","Eriophorum chamissonis","Perennial","Native"
"ERGR8","Eriophorum gracile","Eriophorum gracile","Perennial","Native"
"ERSC2","Eriophorum scheuchzeri","Eriophorum scheuchzeri","Perennial","Native"
"ERNAE","Eritrichium nanum var. elongatum","Eritrichium nanum var. elongatum","Perennial","Native"
"ERCI6","Erodium cicutarium","Erodium cicutarium","Annual, Biennial","Introduced"
"ERPL5","Eryngium planum","Eryngium planum","Perennial","Introduced"
"ERAS2","Erysimum asperum","Erysimum asperum","Biennial, Perennial","Native"
"ERCA14","Erysimum capitatum","Erysimum capitatum","Biennial, Perennial","Native"
"ERCH9","Erysimum cheiranthoides","Erysimum cheiranthoides","Annual, Biennial","Introduced"
"ERIN7","Erysimum inconspicuum","Erysimum inconspicuum","Biennial, Perennial","Native"
"ERRE4","Erysimum repandum","Erysimum repandum","Annual","Introduced"
"ERGRG3","Erythronium grandiflorum ssp. grandiflorum","Erythronium grandiflorum ssp. grandiflorum","Perennial","Native"
"ESCAC","Eschscholzia californica ssp. californica","Eschscholzia californica ssp. californica","Perennial, Annual","Native"
"EUEL2","Eucephalus elegans","Eucephalus elegans","Perennial","Native"
"EUEN","Eucephalus engelmannii","Eucephalus engelmannii","Perennial","Native"
"EUSY","Euclidium syriacum","Euclidium syriacum","Annual","Introduced"
"EUBR","Euphorbia brachycera","Euphorbia brachycera","Perennial","Native"
"EUCY2","Euphorbia cyparissias","Euphorbia cyparissias","Perennial","Introduced"
"EUDE4","Euphorbia dentata","Euphorbia dentata","Annual","Both"
"EUES","Euphorbia esula","Euphorbia esula","Perennial","Introduced"
"EUEX4","Euphorbia exstipulata","Euphorbia exstipulata","Annual","Native"
"EUHE5","Euphorbia hexagona","Euphorbia hexagona","Annual","Native"
"EUSC6","Euphorbia schizoloba","Euphorbia incisa","Perennial","Native"
"EUMA8","Euphorbia marginata","Euphorbia marginata","Annual","Native"
"EUMY2","Euphorbia myrsinites","Euphorbia myrsinites","Biennial, Perennial","Introduced"
"EUPE6","Euphorbia peplus","Euphorbia peplus","Annual","Introduced"
"EUSP","Euphorbia spathulata","Euphorbia spathulata","Annual, Perennial","Native"
"HECO5","Heliotropium convolvulaceum","Euploca convolvulacea","Annual","Native"
"EUEXR","Eustoma exaltatum ssp. russellianum","Eustoma grandiflorum","Perennial, Annual","Native"
"EUGR5","Euthamia graminifolia","Euthamia graminifolia","Perennial","Native"
"EUGY","Euthamia gymnospermoides","Euthamia gymnospermoides","Perennial","Native"
"EUOC4","Euthamia occidentalis","Euthamia occidentalis","Perennial","Native"
"EUPE10","Eutrema penlandii","Eutrema penlandii","Perennial","Native"
"THSA","Thellungiella salsuginea","Eutrema salsugineum","Annual, Biennial, Perennial","Native"
"EUMA9","Eutrochium maculatum","Eutrochium maculatum","Perennial","Native"
"EVPR","Evax prolifera","Evax prolifera","Annual","Native"
"EVNU","Evolvulus nuttallianus","Evolvulus nuttallianus","Perennial","Native"
"FAES2","Fagopyrum esculentum","Fagopyrum esculentum","Annual","Introduced"
"POBA3","Polygonum baldschuanicum","Fallopia baldschuanica","Perennial","Introduced"
"POCO10","Polygonum convolvulus","Fallopia convolvulus","Annual","Introduced"
"POCU6","Polygonum cuspidatum","Fallopia japonica var. japonica","Perennial","Introduced"
"POSC3","Polygonum scandens","Fallopia scandens","Perennial","Native"
"FAPA","Fallugia paradoxa","Fallugia paradoxa","Perennial","Native"
"FERU","Fendlera rupicola","Fendlera rupicola","Perennial","Native"
"FEUT","Fendlerella utahensis","Fendlerella utahensis","Perennial","Native"
"FEAR2","Festuca arizonica","Festuca arizonica","Perennial","Native"
"FEBA","Festuca baffinensis","Festuca baffinensis","Perennial","Native"
"FEBRC","Festuca brachyphylla ssp. coloradensis","Festuca brachyphylla ssp. coloradensis","Perennial","Native"
"FECA6","Festuca calligera","Festuca calligera","Perennial","Native"
"FEDA","Festuca dasyclada","Festuca dasyclada","Perennial","Native"
"FEEA3","Festuca earlei","Festuca earlei","Perennial","Native"
"FEHA3","Festuca hallii","Festuca hallii","Perennial","Native"
"FEID","Festuca idahoensis","Festuca idahoensis","Perennial","Native"
"FEMI3","Festuca minutiflora","Festuca minutiflora","Perennial","Native"
"FERUR2","Festuca rubra ssp. rubra","Festuca rubra ssp. rubra","Perennial","Native"
"FESAS","Festuca saximontana var. saximontana","Festuca saximontana var. saximontana","Perennial","Native"
"FESO","Festuca sororia","Festuca sororia","Perennial","Native"
"FESU","Festuca subulata","Festuca subulata","Perennial","Native"
"FETH","Festuca thurberi","Festuca thurberi","Perennial","Native"
"FEBR7","Festuca brevipila","Festuca trachyphylla","Perennial","Introduced"
"FIULD2","Filipendula ulmaria ssp. denudata","Filipendula ulmaria ssp. denudata","Perennial","Introduced"
"FIPUI","Fimbristylis puberula var. interior","Fimbristylis puberula var. interior","Perennial","Native"
"FLCA","Flaveria campestris","Flaveria campestris","Annual","Native"
"FLPR","Floerkea proserpinacoides","Floerkea proserpinacoides","Annual","Native"
"FOPU2","Forestiera pubescens","Forestiera pubescens","Perennial","Native"
"GLSPM","Glossopetalon spinescens var. meionandrum","Forsellesia meionandra","Perennial","Native"
"GLSPP2","Glossopetalon spinescens var. planitierum","Forsellesia planitierum","Perennial","Native"
"FRVE","Fragaria vesca","Fragaria vesca","Perennial","Native"
"FRVI","Fragaria virginiana","Fragaria virginiana","Perennial","Native"
"FRJA","Frankenia jamesii","Frankenia jamesii","Perennial","Native"
"FRAL5","Frasera albomarginata","Frasera albomarginata","Perennial","Native"
"FRCO7","Frasera coloradensis","Frasera coloradensis","Perennial","Native"
"FRPA2","Frasera paniculata","Frasera paniculata","Perennial","Native"
"FRSP","Frasera speciosa","Frasera speciosa","Perennial","Native"
"FRAM2","Fraxinus americana","Fraxinus americana","Perennial","Native"
"FRAN2","Fraxinus anomala","Fraxinus anomala","Perennial","Native"
"FRPE","Fraxinus pennsylvanica","Fraxinus pennsylvanica","Perennial","Native"
"FRAT","Fritillaria atropurpurea","Fritillaria atropurpurea","Perennial","Native"
"FRPU2","Fritillaria pudica","Fritillaria pudica","Perennial","Native"
"FRFL","Froelichia floridana","Froelichia floridana","Annual","Native"
"FRGR3","Froelichia gracilis","Froelichia gracilis","Annual","Native"
"FUVA","Fumaria vaillantii","Fumaria vaillantii","Perennial","Introduced"
"GAAR","Gaillardia aristata","Gaillardia aristata","Perennial","Native"
"GAPI","Gaillardia pinnatifida","Gaillardia pinnatifida","Perennial","Native"
"GAPU","Gaillardia pulchella","Gaillardia pulchella","Annual, Biennial, Perennial","Native"
"GASP","Gaillardia spathulata","Gaillardia spathulata","Perennial","Native"
"GAOF","Galega officinalis","Galega officinalis","Perennial","Introduced"
"GABI3","Galeopsis bifida","Galeopsis bifida","Annual","Introduced"
"GALA","Galeopsis ladanum","Galeopsis ladanum","Annual","Introduced"
"GAPA2","Galinsoga parviflora","Galinsoga parviflora var. parviflora","Annual","Introduced"
"GAQU","Galinsoga quadriradiata","Galinsoga quadriradiata","Annual","Introduced"
"GAAP2","Galium aparine","Galium aparine","Annual","Native"
"GABI","Galium bifolium","Galium bifolium","Annual","Native"
"GABO2","Galium boreale","Galium boreale","Perennial","Native"
"GAMEA","Galium mexicanum ssp. asperrimum","Galium mexicanum ssp. asperrimum","Perennial","Native"
"GAMU2","Galium multiflorum","Galium multiflorum","perennial","Native"
"GACO2","Galium coloradoense","Galium multiflorum var. coloradoense","Perennial","Native"
"GAMU2","Galium multiflorum","Galium multiflorum var. multiflorum","Perennial","Native"
"GAOD3","Galium odoratum","Galium odoratum","Perennial","Introduced"
"GATRS2","Galium trifidum ssp. subbiflorum","Galium trifidum ssp. subbiflorum","Perennial","Native"
"GATR3","Galium triflorum","Galium triflorum","Perennial","Native"
"GAVE","Galium verum","Galium verum","Perennial","Introduced"
"GAHU","Gaultheria humifusa","Gaultheria humifusa","Perennial","Native"
"GADE2","Gayophytum decipiens","Gayophytum decipiens","Annual","Native"
"GADIP","Gayophytum diffusum ssp. parviflorum","Gayophytum diffusum ssp. parviflorum","Annual","Native"
"GARA","Gayophytum racemosum","Gayophytum racemosum","Annual","Native"
"GARA2","Gayophytum ramosissimum","Gayophytum ramosissimum","Annual","Native"
"GEAF","Gentiana affinis","Gentiana affinis","Perennial","Native"
"GEAL2","Gentiana algida","Gentiana algida","Perennial","Native"
"GEAN","Gentiana andrewsii","Gentiana andrewsii","Perennial","Native"
"GEAF","Gentiana affinis","Gentiana bigelovii","Perennial","Native"
"GEFR","Gentiana fremontii","Gentiana fremontii","Annual, Biennial","Native"
"GEPA","Gentiana parryi","Gentiana parryi","Perennial","Native"
"GEPR3","Gentiana prostrata","Gentiana prostrata","Annual, Perennial, Biennial","Native"
"GEAMA","Gentianella amarella ssp. acuta","Gentianella acuta","Biennial, Annual","Native"
"GEAMH","Gentianella amarella ssp. heterosepala","Gentianella heterosepala","Annual, Biennial","Native"
"GETET","Gentianella tenella ssp. tenella","Gentianella tenella ssp. tenella","Annual","Native"
"GETO","Gentianella tortuosa","Gentianella tortuosa","Annual","Native"
"GEBA2","Gentianopsis barbellata","Gentianopsis barbellata","Perennial","Native"
"GETH","Gentianopsis thermalis","Gentianopsis detonsa var. elegans","Annual","Native"
"GEMA7","Gentianopsis virgata ssp. virgata","Gentianopsis procera","Annual","Native"
"GEBI2","Geranium bicknellii","Geranium bicknellii","Annual, Biennial","Native"
"GECA3","Geranium caespitosum","Geranium caespitosum","Perennial","Native"
"GECA5","Geranium carolinianum","Geranium carolinianum","Annual, Biennial","Native"
"GEPU2","Geranium pusillum","Geranium pusillum","Annual, Biennial","Introduced"
"GERI","Geranium richardsonii","Geranium richardsonii","Perennial","Native"
"GEVII","Geranium viscosissimum var. incisum","Geranium viscosissimum var. incisum","Annual, Perennial","Native"
"GEAL3","Geum aleppicum","Geum aleppicum","Perennial","Native"
"GEMAP","Geum macrophyllum var. perincisum","Geum macrophyllum var. perincisum","Perennial","Native"
"GERI2","Geum rivale","Geum rivale","Perennial","Native"
"GEROT","Geum rossii var. turbinatum","Geum rossii var. turbinatum","Perennial","Native"
