SYMBOL_AIM,SYMBOL_USDA,BINOMIAL_NAT,BINOMIAL_ACK,GROWTHHABIT,GROWTHHABITSUB,DURATION,NATIVITY,INVASIVE,PHOTOSYNTHETIC,RESPROUT,FUNCTIONAL
DEIN13,DEINI2,Descurainia incisa ssp. incisa,Descurainia incisa ssp. incisa,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
MESAS,MESA,Medicago sativa,Medicago sativa,NONWOODY,FORB,PERENNIAL,NA,TRUE,NA,NA,NoxPerenForbCover 
GIAG,IPAG,Ipomopsis aggregata,Ipomopsis aggregata,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
MARA7,MARAA,Maianthemum racemosum ssp. amplexicaule,Maianthemum racemosum ssp. amplexicaule,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
MILIL,MILI3,Mirabilis linearis,Mirabilis linearis var. linearis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CHBE4,CHBEZ,Chenopodium berlandieri,Chenopodium berlandieri var. zschackii,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
ORHY,ACHY,Ozyzopsis hymenoides,Achnatherum hymenoides,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ORPA4,CRPA6,Cryptantha paradoxa,Oreocarya paradoxa,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
RAGL,RAGLE,Ranunculus glaberrimus,Ranunculus glaberrimus var. ellipticus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SAKA,SATR12,Salsosa kali,Salsola tragus,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
SYSPS,SYSP,Symphyotrichum spathulatum var. spathulatum,Symphyotrichum spathulatum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
TRDUM,TRDU,Tragopogon dubius,Tragopogon dubius,NONWOODY,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnPerenForbCover
ASGL10,EUGLG2,Eurybia glauca var. glauca,Herrickia glauca var. glauca,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PHLOL2,PHLO2,Phlox longifolia ssp. longifolia,Phlox longifolia,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
TRGYG,TRGY,Trifolium gymnocarpon ssp. Gymnocarpon,Trifolium gymnocarpon,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
JUBA,JUARL,Juncus arcticus ssp. littoralis,Juncus arcticus ssp. Littoralis,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
CRACA,CRAC2,Crepis acuminata ssp. Acuminata,Crepis acuminata,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
LUAR10,LUSES2,Lupinus bakeri,Lupinus sericeus ssp. sericeus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PHACA,PHAC4,Physaria acutifolia,Physaria acutifolia,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PHPRN,PHPR3,Phleum pratense,Phleum pratense,NONWOODY,GRAMINOID,PERENNIAL,NA,TRUE,C3,NA,NoxPerenGrassCover 
ACNEN2,ACNE9,Achnatherum nelsonii ssp. Nelsonii,Achnatherum nelsonii,NONWOODY,GRAMINOID,PERENNIAL,NA,TRUE,C3,NA,NonNoxPerenGrassCover 
ACNE9,ACNE9,Achnatherum nelsonii ssp. Nelsonii,Achnatherum nelsonii,NONWOODY,GRAMINOID,PERENNIAL,NA,TRUE,C3,NA,NonNoxPerenGrassCover 
ASCR,ASCRC2,Asclepias cryptoceras,Asclepias cryptoceras ssp. cryptoceras,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CHER4,BOER4,Bouteloua eriopoda,Bouteloua eriopoda,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
DECA18,DECE,Deschampsia cespitosa,Deschampsia cespitosa,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
HEBOB2,HEBO,Hedysarum boreale ssp boreale,Hedysarum boreale,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
OREOC,ORPA3,Oreochrysum,Oreochrysum parryi,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
LALE2,LALA3,Lathyrus lanszwertii,Lathyrus lanszwertii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PLEUR12,PLJA,Pleuraphis jamesii,Hilaria jamesii,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
SESE2,SESEA,Senecio serra,Senecio serra var. admirabilis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
YUBAV,YUBA,Yucca baccata,Yucca baccata,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
MABI,MABIB,Machaeranthera bigelovii var. bigelovii,Dieteria bigelovii var. bigelovii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BRINI,BRIN2,Bromus inermis,Bromus inermis,NONWOODY,GRAMINOID,PERENNIAL,NA,TRUE,C3,NA,NoxPerenGrassCover 
CHVIA4,CHVIV2,Chrysothamnus viscidiflorus ssp. Axillaris,Chrysothamnus viscidiflorus var. viscidiflorus,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
LOTRP,LOSIS,Lomatium simplex var. simplex,Lomatium triternatum var. platycarpum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
OPAR4,OPPH,Opuntia phaeacantha,Opuntia phaeacantha,WOODY,SUCCULENT,PERENNIAL,NA,FALSE,CAM,NA,NonNoxSucculentCover 
BOPA14,ARPA35,Arabis pallidifolia,Boechera pallidifolia,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
EQHY,EQHYA,Equisetum hyemale,Equisetum hyemale ssp. affine,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERBR5,ERBRB4,Eriogonum brevicaule,Eriogonum brevicaule var. brevicaule,WOODY,SUBSHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxSubShrubCover 
ERCOC13,ARCOC4,Arenaria congesta var. congesta,Eremogone congesta var. congesta,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARFO5,ARPUP,Arabis pulchra var. pallens,Boechera formosa,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ELELB,ELEL5,Elymus elymoides,Elymus elymoides,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
HYCAC,HYCA4,Hydrophyllum capitatum var. capitatum,Hydrophyllum capitatum var. capitatum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
HYFE,HYFEF,Hydrophyllum fendleri var. fendleri,Hydrophyllum fendleri var. fendleri,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
JUARB5,JUARL,Juncus arcticus ssp. littoralis,Juncus arcticus var. balticus,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
SYOR2,SYRO,Symphoricarpos oreophilus,Symphoricarpos rotundifolius,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ELTR,ELTR7,Elymus trachycaulus,Elymus trachycaulus,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
JUOC,JUOS,Juniperus osteosperma,Juniperus osteosperma,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
MATA,MATA2,Machaeranthera tanacetifolia,Machaeranthera tanacetifolia,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
ESVI2,ESVIV,Escobaria vivipara var. vivipara,Coryphantha vivipara,WOODY,SUCCULENT,PERENNIAL,NA,FALSE,NA,NA,NonNoxSucculentCover 
ERAB3,ERCO27,Erigeron concinnus,Erigeron concinnus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
LAOC2,LAOC3,Lappula occidentalis,Lappula occidentalis,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
HEMI2,HEMI2,Helianthella microcephala,Helianthella microcephala,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
OECA10,OECA10,Oenothera cespitosa,Oenothera cespitosa,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BRPO2,BRPO2,Bromus porteri,Bromus porteri,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
PECA4,PECA4,Penstemon caespitosus,Penstemon caespitosus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASMU3,ASMU3,Astragalus musiniensis,Astragalus musiniensis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PECE,PECE,Pedicularis centranthera,Pedicularis centranthera,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CALI4,CALI4,Castilleja linariifolia,Castilleja linariifolia,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
VIAD,VIAD,Viola adunca,Viola adunca,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CAVA3,CAVA3,Carex vallicola,Carex vallicola,NONWOODY,SEDGE,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenSedgeCover 
LELU,LELU,Lesquerella ludoviciana,Lesquerella ludoviciana,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERGO,ERGO,Eriogonum gordonii,Eriogonum gordonii,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
MAVU,MAVU,Marrubium vulgare,Marrubium vulgare,NONWOODY,FORB,PERENNIAL,NON-NATIVE,TRUE,NA,NA,NoxPerenForbCover 
PSSP6,PSSP6,Pseudoroegneria spicata,Pseudoroegneria spicata,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
XASP2,XASP2,Xanthium spinosum,Xanthium spinosum,NONWOODY,FORB,ANNUAL,NON-NATIVE,TRUE,NA,NA,NoxAnnForbCover 
PEAR7,PEAR7,Pediomelum aromaticum,Pediomelum aromaticum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ALLE7,ALLE7,Aliciella leptomeria,Aliciella leptomeria,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
BUAR3,BUAR3,Buglossoides arvensis,Lithospermum arvense,NONWOODY,FORB,ANNUAL,NON-NATIVE,TRUE,NA,NA,NoxAnnForbCover 
DECA6,DECA6,Descurainia californica,Descurainia californica,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CANUM2,CANU4,Carduus nutans,Carduus nutans,NONWOODY,FORB,PERENNIAL,NON-NATIVE,TRUE,NA,NA,NoxPerenForbCover 
ARPUL,ARPUL,Aristida purpurea,,,,,,,,,
